序号,班级编号,班级名称,性别,身高_cm,体重_kg,BMI分数,体重分数,体重等级,肺活量_ml,肺活量分数,肺活量等级,50米跑_秒,50米跑分数,50米跑等级,坐位体前屈_cm,坐位体前屈分数,坐位体前屈等级,跳绳_个,跳绳分数,跳绳等级,跳绳附加分,标准分数,附加分,总分数,总分等级,性别_文字,BMI_计算
143,2016101,小学2016级1班,2,136,29,15.7,100,正常,1687,80.0,良好,9.9,76.0,及格,9.0,72.0,及格,101.0,74.0,及格,,77.6,0,77.6,及格,女,15.679065743944633
144,2016101,小学2016级1班,2,132,37,21.2,80,超重,2072,100.0,优秀,9.5,80.0,良好,18.0,90.0,优秀,110.0,76.0,及格,,83.0,0,83.0,良好,女,21.23507805325987
145,2016101,小学2016级1班,2,127,23,14.3,100,正常,1853,90.0,优秀,9.4,80.0,良好,14.8,80.0,良好,114.0,78.0,及格,,83.5,0,83.5,良好,女,14.26002852005704
146,2016101,小学2016级1班,2,130,30,17.8,100,正常,2073,100.0,优秀,9.4,80.0,良好,17.3,90.0,优秀,124.0,80.0,良好,,90.0,0,90.0,优秀,女,17.751479289940825
147,2016101,小学2016级1班,2,130,29,17.2,100,正常,1833,90.0,优秀,9.7,78.0,及格,15.0,85.0,良好,100.0,74.0,及格,,85.9,0,85.9,良好,女,17.159763313609467
148,2016101,小学2016级1班,2,132,33,18.9,100,正常,1663,80.0,良好,10.0,74.0,及格,16.1,85.0,良好,106.0,76.0,及格,,84.0,0,84.0,良好,女,18.939393939393938
149,2016101,小学2016级1班,2,129,25,15.0,100,正常,1489,76.0,及格,9.8,76.0,及格,19.0,95.0,优秀,110.0,76.0,及格,,85.8,0,85.8,良好,女,15.023135628868456
150,2016102,小学2016级2班,1,136,30,16.2,100,正常,2301,85.0,良好,8.9,90.0,优秀,17.9,100.0,优秀,122.0,85.0,良好,,90.15,0,90.15,优秀,男,16.219723183391
151,2016102,小学2016级2班,2,139,31,16.0,100,正常,2129,100.0,优秀,9.4,80.0,良好,16.1,85.0,良好,149.0,100.0,优秀,,90.8,0,90.8,优秀,女,16.044718182288705
152,2016102,小学2016级2班,1,134,27,15.0,100,正常,1738,74.0,及格,9.8,72.0,及格,8.2,76.0,及格,109.0,78.0,及格,,79.8,0,79.8,及格,男,15.036756515927822
153,2016102,小学2016级2班,2,130,32,18.9,100,正常,1961,95.0,优秀,9.5,80.0,良好,11.2,76.0,及格,139.0,90.0,优秀,,86.25,0,86.25,良好,女,18.934911242603548
154,2016102,小学2016级2班,1,142,40,19.8,100,正常,2375,85.0,良好,9.1,80.0,良好,16.6,100.0,优秀,125.0,85.0,良好,,89.25,0,89.25,良好,男,19.837333862328904
155,2016102,小学2016级2班,2,136,27,14.6,100,正常,1910,95.0,优秀,9.3,80.0,良好,13.3,80.0,良好,141.0,90.0,优秀,,87.75,0,87.75,良好,女,14.5977508650519
156,2016102,小学2016级2班,2,135,28,15.4,100,正常,1977,95.0,优秀,10.2,72.0,及格,8.6,70.0,及格,110.0,76.0,及格,,80.65,0,80.65,良好,女,15.363511659807955
157,2016102,小学2016级2班,2,127,26,16.1,100,正常,2057,100.0,优秀,9.9,76.0,及格,14.0,80.0,良好,127.0,85.0,良好,,86.2,0,86.2,良好,女,16.12003224006448
158,2016102,小学2016级2班,1,119,23,16.2,100,正常,1502,70.0,及格,10.8,62.0,及格,11.4,80.0,良好,112.0,78.0,及格,,77.3,0,77.3,及格,男,16.24179083398065
159,2016102,小学2016级2班,1,140,42,21.4,80,超重,2518,95.0,优秀,9.3,78.0,及格,14.9,90.0,优秀,110.0,78.0,及格,,83.45,0,83.45,良好,男,21.42857142857143
160,2016102,小学2016级2班,2,134,30,16.7,100,正常,1866,90.0,优秀,9.4,80.0,良好,14.1,80.0,良好,128.0,85.0,良好,,84.7,0,84.7,良好,女,16.707507239919803
161,2016102,小学2016级2班,2,128,23,14.0,100,正常,2016,100.0,优秀,9.6,78.0,及格,14.4,80.0,良好,147.0,95.0,优秀,,90.6,0,90.6,优秀,女,14.0380859375
162,2016102,小学2016级2班,2,144,33,15.9,100,正常,1965,95.0,优秀,9.5,80.0,良好,19.8,100.0,优秀,90.0,70.0,及格,,89.25,0,89.25,良好,女,15.914351851851853
163,2016102,小学2016级2班,1,141,31,15.6,100,正常,2076,80.0,良好,10.9,62.0,及格,6.5,74.0,及格,78.0,68.0,及格,,75.4,0,75.4,及格,男,15.59277702328857
164,2016102,小学2016级2班,2,139,29,15.0,100,正常,2375,100.0,优秀,9.4,80.0,良好,20.4,100.0,优秀,120.0,80.0,良好,,91.0,0,91.0,优秀,女,15.009575073753949
165,2016102,小学2016级2班,2,130,27,16.0,100,正常,1709,85.0,良好,9.7,78.0,及格,17.1,90.0,优秀,120.0,80.0,良好,,84.35,0,84.35,良好,女,15.976331360946745
166,2016102,小学2016级2班,2,120,24,16.7,100,正常,1195,68.0,及格,9.6,78.0,及格,11.3,76.0,及格,137.0,90.0,优秀,,83.0,0,83.0,良好,女,16.666666666666668
167,2016102,小学2016级2班,2,130,22,13.0,80,低体重,1524,76.0,及格,11.0,64.0,及格,12.3,78.0,及格,129.0,85.0,良好,,76.4,0,76.4,及格,女,13.01775147928994
168,2016102,小学2016级2班,2,127,32,19.8,80,超重,1824,90.0,优秀,9.3,80.0,良好,13.6,80.0,良好,96.0,72.0,及格,,79.5,0,79.5,及格,女,19.84003968007936
169,2016102,小学2016级2班,2,133,28,15.8,100,正常,1197,68.0,及格,9.9,76.0,及格,16.0,85.0,良好,70.0,66.0,及格,,79.1,0,79.1,及格,女,15.829046299960426
170,2016102,小学2016级2班,2,138,31,16.3,100,正常,1229,68.0,及格,10.1,74.0,及格,14.2,80.0,良好,92.0,72.0,及格,,78.2,0,78.2,及格,女,16.278092837639154
171,2016102,小学2016级2班,1,132,26,14.9,100,正常,2056,80.0,良好,9.8,72.0,及格,7.8,76.0,及格,91.0,72.0,及格,,79.0,0,79.0,及格,男,14.921946740128558
172,2016102,小学2016级2班,2,133,30,17.0,100,正常,1245,68.0,及格,10.9,66.0,及格,12.5,78.0,及格,120.0,80.0,良好,,77.2,0,77.2,及格,女,16.959692464243314
173,2016102,小学2016级2班,2,128,27,16.5,100,正常,1285,70.0,及格,9.9,76.0,及格,14.0,80.0,良好,101.0,74.0,及格,,78.5,0,78.5,及格,女,16.4794921875
174,2016102,小学2016级2班,2,133,29,16.4,100,正常,1907,95.0,优秀,9.7,78.0,及格,14.5,80.0,良好,121.0,80.0,良好,,84.85,0,84.85,良好,女,16.39436938210187
175,2016102,小学2016级2班,1,134,29,16.2,100,正常,1947,80.0,良好,9.0,85.0,良好,6.8,74.0,及格,76.0,68.0,及格,,79.6,0,79.6,及格,男,16.150590331922473
176,2015101,小学2015级1班,1,135,31,17.0,100,正常,1926,72.0,及格,8.4,100.0,优秀,11.0,80.0,良好,117.0,76.0,及格,,89.4,0,89.4,良好,男,17.009602194787377
177,2015101,小学2015级1班,1,146,43,20.2,100,正常,2838,95.0,优秀,8.9,78.0,及格,6.6,74.0,及格,163.0,100.0,优秀,7.0,88.05,7,95.05,优秀,男,20.172640270219556
178,2015101,小学2015级1班,2,148,32,14.6,100,正常,2033,85.0,良好,8.6,85.0,良好,12.0,78.0,及格,166.0,100.0,优秀,4.0,90.55,4,94.55,优秀,女,14.609203798392988
179,2015101,小学2015级1班,1,149,48,21.6,80,超重,2298,80.0,良好,9.3,74.0,及格,7.3,76.0,及格,130.0,80.0,良好,,79.2,0,79.2,及格,男,21.620647718571234
180,2015101,小学2015级1班,1,135,28,15.4,100,正常,2017,74.0,及格,8.6,90.0,优秀,9.3,78.0,及格,128.0,80.0,良好,,87.5,0,87.5,良好,男,15.363511659807955
181,2015101,小学2015级1班,1,144,46,22.2,80,超重,2341,80.0,良好,9.6,72.0,及格,9.3,78.0,及格,109.0,74.0,及格,,76.0,0,76.0,及格,男,22.183641975308642
182,2015101,小学2015级1班,1,146,48,22.5,80,超重,2431,80.0,良好,8.7,85.0,良好,1.0,66.0,及格,107.0,74.0,及格,,84.0,0,84.0,良好,男,22.518296115593923
183,2015101,小学2015级1班,1,154,34,14.3,80,低体重,2149,78.0,及格,8.5,95.0,优秀,3.0,68.0,及格,114.0,76.0,及格,,83.6,0,83.6,良好,男,14.33631303761174
184,2015101,小学2015级1班,2,143,31,15.2,100,正常,2632,100.0,优秀,8.9,80.0,良好,14.0,80.0,良好,156.0,95.0,优秀,,91.0,0,91.0,优秀,女,15.159665509315861
185,2015101,小学2015级1班,2,146,34,16.0,100,正常,2578,100.0,优秀,9.7,74.0,及格,12.3,78.0,及格,113.0,74.0,及格,,83.2,0,83.2,良好,女,15.950459748545695
186,2015101,小学2015级1班,1,141,31,15.6,100,正常,2519,85.0,良好,8.6,90.0,优秀,11.0,80.0,良好,155.0,100.0,优秀,3.0,91.35,3,94.35,优秀,男,15.59277702328857
187,2015101,小学2015级1班,1,137,40,21.3,100,正常,2234,80.0,良好,13.0,,不及格,9.1,78.0,及格,53.0,50.0,不及格,,56.2,0,56.2,不及格,男,21.311737439394744
188,2015101,小学2015级1班,2,136,33,17.8,100,正常,1558,72.0,及格,8.7,85.0,良好,13.2,80.0,良好,143.0,85.0,良好,,83.3,0,83.3,良好,女,17.8416955017301
189,2015101,小学2015级1班,1,145,32,15.2,100,正常,2155,78.0,及格,8.5,95.0,优秀,11.2,80.0,良好,145.0,95.0,优秀,,88.7,0,88.7,良好,男,15.219976218787158
190,2015101,小学2015级1班,2,138,29,15.2,100,正常,2199,95.0,优秀,8.9,80.0,良好,9.2,72.0,及格,153.0,95.0,优秀,,88.55,0,88.55,良好,女,15.22789329972695
191,2015101,小学2015级1班,2,147,45,20.8,80,超重,2193,95.0,优秀,8.7,85.0,良好,5.2,64.0,及格,131.0,80.0,良好,,83.65,0,83.65,良好,女,20.824656393169516
192,2015101,小学2015级1班,2,147,37,17.1,100,正常,2270,100.0,优秀,8.4,95.0,优秀,13.0,80.0,良好,99.0,70.0,及格,,87.8,0,87.8,良好,女,17.122495256606044
193,2015101,小学2015级1班,2,135,26,14.3,100,正常,1952,85.0,良好,11.2,50.0,不及格,7.8,70.0,及格,123.0,78.0,及格,,74.35,0,74.35,及格,女,14.266117969821671
194,2015101,小学2015级1班,1,143,33,16.1,100,正常,2239,80.0,良好,8.1,100.0,优秀,6.5,74.0,及格,103.0,72.0,及格,,83.8,0,83.8,良好,男,16.137708445400754
195,2015101,小学2015级1班,1,136,39,21.1,100,正常,2041,76.0,及格,10.9,50.0,不及格,12.3,85.0,良好,124.0,78.0,及格,,77.2,0,77.2,及格,男,21.0856401384083
196,2015101,小学2015级1班,1,142,30,14.9,100,正常,2571,85.0,良好,7.9,100.0,优秀,14.8,90.0,优秀,138.0,90.0,优秀,,93.75,0,93.75,优秀,男,14.878000396746678
197,2015101,小学2015级1班,1,143,38,18.6,100,正常,2533,85.0,良好,11.3,30.0,不及格,9.6,80.0,良好,134.0,85.0,良好,,75.05,0,75.05,及格,男,18.58281578561299
198,2015101,小学2015级1班,2,145,42,20.0,100,正常,1765,76.0,及格,9.5,76.0,及格,12.1,78.0,及格,102.0,72.0,及格,,79.4,0,79.4,及格,女,19.976218787158146
199,2015101,小学2015级1班,2,141,33,16.6,100,正常,1968,85.0,良好,10.9,62.0,及格,8.4,70.0,及格,103.0,72.0,及格,,78.45,0,78.45,及格,女,16.598762637694282
200,2015101,小学2015级1班,2,145,55,26.2,60,肥胖,2002,85.0,良好,10.3,68.0,及格,10.2,74.0,及格,105.0,72.0,及格,,73.45,0,73.45,及格,女,26.159334126040427
201,2015101,小学2015级1班,2,135,33,18.1,100,正常,1961,85.0,良好,10.6,64.0,及格,7.3,68.0,及格,104.0,72.0,及格,,75.35,0,75.35,及格,女,18.10699588477366
202,2015101,小学2015级1班,1,142,33,16.4,100,正常,2324,80.0,良好,9.0,78.0,及格,10.2,80.0,良好,118.0,76.0,及格,,83.2,0,83.2,良好,男,16.365800436421345
203,2015101,小学2015级1班,1,147,45,20.8,100,正常,2389,80.0,良好,8.9,78.0,及格,6.3,74.0,及格,118.0,76.0,及格,,84.0,0,84.0,良好,男,20.824656393169516
204,2015102,小学2015级2班,2,132,33,18.9,100,正常,1805,78.0,及格,10.0,70.0,及格,16.4,85.0,良好,96.0,70.0,及格,,77.4,0,77.4,及格,女,18.939393939393938
205,2015102,小学2015级2班,1,137,32,17.0,100,正常,1349,60.0,及格,8.7,85.0,良好,6.3,74.0,及格,105.0,74.0,及格,,78.0,0,78.0,及格,男,17.049389951515796
206,2015102,小学2015级2班,2,148,41,18.7,100,正常,2670,100.0,优秀,8.0,100.0,优秀,16.9,85.0,良好,160.0,100.0,优秀,1.0,98.5,1,99.5,优秀,女,18.718042366691016
207,2015102,小学2015级2班,2,143,40,19.6,100,正常,2328,100.0,优秀,9.0,80.0,良好,15.8,85.0,良好,158.0,100.0,优秀,,89.0,0,89.0,良好,女,19.560858721697887
208,2015102,小学2015级2班,2,141,32,16.1,100,正常,2244,95.0,优秀,8.9,80.0,良好,11.4,76.0,及格,137.0,85.0,良好,,85.95,0,85.95,良好,女,16.095769830491427
209,2015102,小学2015级2班,1,152,65,28.1,60,肥胖,2311,80.0,良好,9.6,72.0,及格,7.9,76.0,及格,92.0,70.0,及格,,73.2,0,73.2,及格,男,28.133656509695292
210,2015102,小学2015级2班,1,137,35,18.6,100,正常,2009,74.0,及格,8.9,78.0,及格,7.2,76.0,及格,134.0,85.0,良好,,79.4,0,79.4,及格,男,18.647770259470402
211,2015102,小学2015级2班,1,145,44,20.9,100,正常,2811,95.0,优秀,9.2,76.0,及格,13.5,85.0,良好,112.0,76.0,及格,,85.15,0,85.15,良好,男,20.92746730083234
212,2015102,小学2015级2班,2,138,34,17.9,100,正常,1913,80.0,良好,9.3,78.0,及格,14.6,80.0,良好,138.0,85.0,良好,,83.1,0,83.1,良好,女,17.85339214450746
213,2015102,小学2015级2班,2,143,32,15.6,100,正常,2132,90.0,优秀,9.3,78.0,及格,10.9,76.0,及格,168.0,100.0,优秀,5.0,86.5,5,91.5,优秀,女,15.648686977358308
214,2015102,小学2015级2班,2,137,35,18.6,100,正常,2027,85.0,良好,9.2,78.0,及格,17.8,90.0,优秀,141.0,85.0,良好,,84.85,0,84.85,良好,女,18.647770259470402
215,2015102,小学2015级2班,1,139,36,18.6,100,正常,2321,80.0,良好,9.3,74.0,及格,14.9,90.0,优秀,131.0,80.0,良好,,83.2,0,83.2,良好,男,18.63257595362559
216,2015102,小学2015级2班,1,137,28,14.9,100,正常,1920,72.0,及格,9.2,76.0,及格,7.5,76.0,及格,115.0,76.0,及格,,80.8,0,80.8,良好,男,14.918216207576322
217,2015102,小学2015级2班,1,156,49,20.1,100,正常,2748,90.0,优秀,9.5,72.0,及格,1.0,66.0,及格,71.0,64.0,及格,,79.1,0,79.1,及格,男,20.134779750164363
218,2015102,小学2015级2班,2,144,39,18.8,100,正常,2676,100.0,优秀,8.9,80.0,良好,7.9,70.0,及格,130.0,80.0,良好,,87.0,0,87.0,良好,女,18.80787037037037
219,2015102,小学2015级2班,2,137,29,15.5,100,正常,2077,90.0,优秀,9.2,78.0,及格,12.5,78.0,及格,213.0,100.0,优秀,20.0,88.4,20,108.4,优秀,女,15.45100964356119
220,2015102,小学2015级2班,2,149,37,16.7,100,正常,2015,85.0,良好,9.1,80.0,良好,12.8,78.0,及格,159.0,100.0,优秀,,84.15,0,84.15,良好,女,16.665915949731993
221,2015102,小学2015级2班,1,154,49,20.7,100,正常,2310,80.0,良好,9.5,72.0,及格,4.9,72.0,及格,120.0,78.0,及格,,79.8,0,79.8,及格,男,20.66115702479339
222,2015102,小学2015级2班,1,148,37,16.9,100,正常,2849,95.0,优秀,8.9,78.0,及格,13.5,85.0,良好,115.0,76.0,及格,,84.15,0,84.15,良好,男,16.89189189189189
223,2015102,小学2015级2班,2,157,69,28.0,60,肥胖,3618,100.0,优秀,8.9,80.0,良好,24.0,100.0,优秀,158.0,100.0,优秀,,84.5,0,84.5,良好,女,27.993022029291247
224,2015102,小学2015级2班,2,150,52,23.1,60,肥胖,2264,100.0,优秀,9.5,76.0,及格,7.2,68.0,及格,149.0,90.0,优秀,,78.7,0,78.7,及格,女,23.11111111111111
225,2015102,小学2015级2班,2,142,32,15.9,100,正常,2236,95.0,优秀,8.4,95.0,优秀,21.0,100.0,优秀,163.0,100.0,优秀,2.0,94.25,2,96.25,优秀,女,15.869867089863122
226,2015102,小学2015级2班,2,138,38,20.0,100,正常,1860,80.0,良好,9.4,76.0,及格,13.5,80.0,良好,83.0,66.0,及格,,79.4,0,79.4,及格,女,19.953791220331865
227,2015102,小学2015级2班,1,141,56,28.2,60,肥胖,2246,80.0,良好,10.2,66.0,及格,11.9,85.0,良好,98.0,72.0,及格,,73.3,0,73.3,及格,男,28.167597203359996
228,2015102,小学2015级2班,1,137,32,17.0,100,正常,2436,80.0,良好,9.6,72.0,及格,9.6,80.0,良好,79.0,66.0,及格,,76.0,0,76.0,及格,男,17.049389951515796
229,2015102,小学2015级2班,1,137,28,14.9,100,正常,1961,74.0,及格,8.8,80.0,良好,9.7,80.0,良好,128.0,80.0,良好,,85.9,0,85.9,良好,男,14.918216207576322
230,2015102,小学2015级2班,1,134,32,17.8,100,正常,1804,70.0,及格,10.9,50.0,不及格,7.1,76.0,及格,101.0,72.0,及格,,76.5,0,76.5,及格,男,17.821341055914456
231,2015102,小学2015级2班,1,145,38,18.1,100,正常,2400,80.0,良好,9.2,76.0,及格,3.9,70.0,及格,132.0,85.0,良好,,79.1,0,79.1,及格,男,18.07372175980975
232,2015102,小学2015级2班,1,148,59,26.9,60,肥胖,2036,76.0,及格,10.4,64.0,及格,6.5,74.0,及格,98.0,72.0,及格,,69.4,0,69.4,及格,男,26.93571950328707
233,2015102,小学2015级2班,2,145,34,16.2,100,正常,2340,100.0,优秀,8.9,80.0,良好,12.9,78.0,及格,161.0,100.0,优秀,1.0,88.3,1,89.3,良好,女,16.171224732461354
234,2015102,小学2015级2班,1,143,39,19.1,100,正常,2777,90.0,优秀,8.6,90.0,优秀,10.3,80.0,良好,123.0,78.0,及格,,85.9,0,85.9,良好,男,19.07183725365544
235,2015102,小学2015级2班,1,152,58,25.1,60,肥胖,1773,70.0,及格,10.2,66.0,及格,4.9,72.0,及格,101.0,72.0,及格,,67.1,0,67.1,及格,男,25.10387811634349
236,2015102,小学2015级2班,1,137,37,19.7,100,正常,1828,70.0,及格,8.0,100.0,优秀,12.4,85.0,良好,158.0,100.0,优秀,5.0,93.5,5,98.5,优秀,男,19.713357131440137
237,2015102,小学2015级2班,1,140,43,21.9,80,超重,2175,78.0,及格,8.1,100.0,优秀,15.3,95.0,优秀,150.0,100.0,优秀,1.0,90.8,1,91.8,优秀,男,21.938775510204085
238,2015102,小学2015级2班,1,140,30,15.3,100,正常,2082,76.0,及格,8.2,100.0,优秀,9.4,80.0,良好,124.0,78.0,及格,,85.6,0,85.6,良好,男,15.306122448979593
239,2014101,小学2014级1班,2,141,37,18.6,100,正常,1871,74.0,及格,9.0,80.0,良好,9.0,72.0,及格,129.0,78.0,及格,,79.7,0,79.7,及格,女,18.61073386650571
240,2014101,小学2014级1班,1,141,33,16.6,100,正常,2085,70.0,及格,9.4,72.0,及格,9.5,80.0,良好,109.0,72.0,及格,,81.1,0,81.1,良好,男,16.598762637694282
241,2014101,小学2014级1班,2,152,53,22.9,80,超重,2535,100.0,优秀,8.8,80.0,良好,12.0,78.0,及格,132.0,78.0,及格,,80.8,0,80.8,良好,女,22.939750692520775
242,2014101,小学2014级1班,1,155,44,18.3,100,正常,2471,78.0,及格,10.8,50.0,不及格,9.6,80.0,良好,98.0,68.0,及格,,75.3,0,75.3,及格,男,18.314255983350673
243,2014101,小学2014级1班,2,152,43,18.6,100,正常,2178,80.0,良好,8.3,95.0,优秀,17.7,90.0,优秀,139.0,80.0,良好,,90.6,0,90.6,优秀,女,18.611495844875346
244,2014101,小学2014级1班,1,155,35,14.6,80,低体重,1702,64.0,及格,8.4,90.0,优秀,3.0,70.0,及格,138.0,80.0,良好,,80.8,0,80.8,良好,男,14.5681581685744
245,2014101,小学2014级1班,1,151,43,18.9,100,正常,3174,95.0,优秀,7.6,100.0,优秀,9.0,80.0,良好,187.0,100.0,优秀,15.0,95.25,15,110.25,优秀,男,18.85882198149204
246,2014101,小学2014级1班,1,152,37,16.0,100,正常,2774,85.0,良好,7.7,100.0,优秀,7.2,76.0,及格,153.0,95.0,优秀,,93.35,0,93.35,优秀,男,16.014542936288088
247,2014101,小学2014级1班,2,143,34,16.6,100,正常,2456,95.0,优秀,8.1,100.0,优秀,6.5,68.0,及格,169.0,100.0,优秀,1.0,93.65,1,94.65,优秀,女,16.626729913443203
248,2014101,小学2014级1班,2,153,42,17.9,100,正常,2400,95.0,优秀,8.2,100.0,优秀,17.3,85.0,良好,198.0,100.0,优秀,16.0,93.15,16,109.15,优秀,女,17.941817249775728
249,2014101,小学2014级1班,2,148,37,16.9,100,正常,2633,100.0,优秀,8.0,100.0,优秀,16.2,85.0,良好,156.0,90.0,优秀,,90.3,0,90.3,优秀,女,16.89189189189189
250,2014101,小学2014级1班,1,155,36,15.0,100,正常,2230,74.0,及格,9.8,68.0,及格,3.6,70.0,及格,98.0,68.0,及格,,74.7,0,74.7,及格,男,14.984391259105097
251,2014101,小学2014级1班,2,142,39,19.3,100,正常,1698,70.0,及格,8.9,80.0,良好,7.0,68.0,及格,89.0,66.0,及格,,75.1,0,75.1,及格,女,19.34140051577068
252,2014101,小学2014级1班,2,148,33,15.1,100,正常,2369,90.0,优秀,8.3,95.0,优秀,13.5,80.0,良好,137.0,80.0,良好,,90.5,0,90.5,优秀,女,15.065741417092768
253,2014101,小学2014级1班,1,146,62,29.1,60,肥胖,2392,76.0,及格,12.2,,不及格,7.5,76.0,及格,129.0,78.0,及格,,56.8,0,56.8,不及格,男,29.08613248264215
254,2014101,小学2014级1班,1,135,26,14.3,80,低体重,2018,70.0,及格,8.7,78.0,及格,8.0,78.0,及格,96.0,68.0,及格,,79.3,0,79.3,及格,男,14.266117969821671
255,2014101,小学2014级1班,2,147,42,19.4,100,正常,2456,95.0,优秀,9.2,78.0,及格,19.1,95.0,优秀,145.0,85.0,良好,,87.35,0,87.35,良好,女,19.436345966958214
256,2014101,小学2014级1班,2,151,53,23.2,80,超重,2548,100.0,优秀,9.5,74.0,及格,12.4,78.0,及格,127.0,76.0,及格,,80.4,0,80.4,良好,女,23.244594535327398
257,2014101,小学2014级1班,2,151,51,22.4,80,超重,2709,100.0,优秀,8.5,85.0,良好,8.9,72.0,及格,143.0,80.0,良好,,82.2,0,82.2,良好,女,22.367440024560327
258,2014101,小学2014级1班,1,146,34,16.0,100,正常,1889,66.0,及格,8.1,100.0,优秀,7.5,76.0,及格,125.0,76.0,及格,,85.9,0,85.9,良好,男,15.950459748545695
259,2014101,小学2014级1班,2,139,33,17.1,100,正常,1763,72.0,及格,9.6,74.0,及格,10.0,74.0,及格,148.0,85.0,良好,,77.5,0,77.5,及格,女,17.07986129082346
260,2014101,小学2014级1班,2,140,31,15.8,100,正常,2103,80.0,良好,8.3,95.0,优秀,8.9,72.0,及格,136.0,80.0,良好,,84.2,0,84.2,良好,女,15.816326530612248
261,2014101,小学2014级1班,2,150,37,16.4,100,正常,1954,76.0,及格,8.5,85.0,良好,10.3,74.0,及格,110.0,72.0,及格,,80.4,0,80.4,良好,女,16.444444444444443
262,2014101,小学2014级1班,2,155,51,21.2,80,超重,2734,100.0,优秀,8.7,85.0,良好,8.6,72.0,及格,110.0,72.0,及格,,82.2,0,82.2,良好,女,21.227887617065555
263,2014101,小学2014级1班,2,152,42,18.2,100,正常,2525,100.0,优秀,7.9,100.0,优秀,17.8,90.0,优秀,176.0,100.0,优秀,5.0,93.6,5,98.6,优秀,女,18.178670360110804
264,2014101,小学2014级1班,1,170,109,37.7,60,肥胖,3689,100.0,优秀,11.8,,不及格,9.8,80.0,良好,101.0,70.0,及格,,55.0,0,55.0,不及格,男,37.71626297577855
265,2014101,小学2014级1班,2,142,39,19.3,100,正常,1866,74.0,及格,9.0,80.0,良好,11.2,76.0,及格,85.0,64.0,及格,,78.9,0,78.9,及格,女,19.34140051577068
266,2014101,小学2014级1班,1,143,32,15.6,100,正常,2170,72.0,及格,8.7,78.0,及格,6.2,74.0,及格,101.0,70.0,及格,,77.6,0,77.6,及格,男,15.648686977358308
267,2014102,小学2014级2班,1,153,34,14.5,80,低体重,2753,85.0,良好,8.6,80.0,良好,11.6,85.0,良好,110.0,72.0,及格,,79.25,0,79.25,及格,男,14.524328249818446
268,2014102,小学2014级2班,2,160,43,16.8,100,正常,2462,95.0,优秀,8.7,85.0,良好,9.5,72.0,及格,132.0,78.0,及格,,84.05,0,84.05,良好,女,16.796874999999996
